cao_number;id;ingangsdatum;expiratiedatum;datum_kennisgeving;pdf_name;page_name;main_link_url
245;245001;01/01/2014;30/06/2016;11/09/2014;Tuinzaden_cao_2014_2016.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2014 - 30-06-2016 - Regulier - kvo datum - 11-09-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7361&mSelod=704866
245;245002;01/01/2018;31/12/2019;27/06/2018;CAO_Tuinzaadbedrijven_1_jan_2018_tm_31_dec_2019.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 27-06-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7364&mSelod=704866
245;245003;01/01/2018;31/12/2019;30/05/2018;Cao_Tuinzaadbedrijven_20180101___20191231.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 30-05-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7363&mSelod=704866
245;245004;01/01/2020;31/12/2020;06/07/2020;Afspraken cao Tuinzaadbedrijven 2020 versie definitief.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2020 - 31-12-2020 - Regulier - kvo datum - 06-07-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=17166&mSelod=704866
245;245005;01/01/2021;31/12/2022;05/08/2022;Tuinzaadbedrijven 2021 - 2022 TTW augustus 2022.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 05-08-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30846&mSelod=704866
245;245006;01/01/2021;31/12/2022;14/12/2021;defintieve tekst CAO Tuinzaadbedrijven 2021 - 2022.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 14-12-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=24571&mSelod=704866
245;245007;01/01/2021;31/12/2022;15/08/2022;Tuinzaadbedrijven 2021 - 2022 TTW2.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 15-08-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30913&mSelod=704866
245;245008;01/01/2023;31/12/2023;15/02/2023;Tuinzaadbedrijven 1 januari 2023 - 31 december 2023 definitief.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2023 - 31-12-2023 - Regulier - kvo datum - 15-02-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=34992&mSelod=704866
245;245009;01/01/2024;31/12/2025;03/10/2024;Tekst CAO Tuinzaadbedrijven 1 januari 2024 - 31 december 2025 def.pdf;245 - TUINZAADBEDRIJVEN - 01-01-2024 - 31-12-2025 - Regulier - kvo datum - 03-10-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43794&mSelod=704866
245;245010;01/07/2016;31/12/2017;23/09/2016;CAO_Tuinzaden_2016_2017.pdf;245 - TUINZAADBEDRIJVEN - 01-07-2016 - 31-12-2017 - Regulier - kvo datum - 23-09-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7362&mSelod=704866
245;245011;01/10/2011;31/12/2013;18/02/2013;2e__gem_t_t_w__1_10_2011___01_01_2014.pdf;245 - TUINZAADBEDRIJVEN - 01-10-2011 - 31-12-2013 - Regulier - kvo datum - 18-02-2013 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7360&mSelod=704866
245;245012;01/10/2011;31/12/2013;18/11/2011;Plantum___definitieve_CAO_2011___2014.pdf;245 - TUINZAADBEDRIJVEN - 01-10-2011 - 31-12-2013 - Regulier - kvo datum - 18-11-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7357&mSelod=704866
245;245013;01/10/2011;31/12/2013;19/10/2012;Plantum___CAO_2011____2014.pdf;245 - TUINZAADBEDRIJVEN - 01-10-2011 - 31-12-2013 - Regulier - kvo datum - 19-10-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7359&mSelod=704866
245;245014;01/10/2011;31/12/2013;28/09/2012;Plantum_ttw_CAO_2011_2014.pdf;245 - TUINZAADBEDRIJVEN - 01-10-2011 - 31-12-2013 - Regulier - kvo datum - 28-09-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7358&mSelod=704866
20;20001;01/01/2012;31/12/2013;31/10/2012;Goederenvervoer_Nederland_2012_2013.pdf;20 - GOEDERENVERVOER NEDERLAND - 01-01-2012 - 31-12-2013 - Regulier - kvo datum - 31-10-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=6971&mSelod=704869
20;20002;01/01/2014;31/12/2016;06/01/2015;CAO_KNV_1_januari_2014__1_januari_2017.pdf;20 - GOEDERENVERVOER NEDERLAND - 01-01-2014 - 31-12-2016 - Regulier - kvo datum - 06-01-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=6972&mSelod=704869
932;932001;01/01/2011;31/12/2011;04/02/2011;Integrale CAO tekst.pdf;932 - BIOSCOOPBEDRIJF - 01-01-2011 - 31-12-2011 - Regulier - kvo datum - 04-02-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8899&mSelod=704872
932;932002;01/01/2014;01/07/2016;07/10/2014;Tekst_Bioscoopbedrijf___aanmelding.pdf;932 - BIOSCOOPBEDRIJF - 01-01-2014 - 01-07-2016 - Regulier - kvo datum - 07-10-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8900&mSelod=704872
233;233001;01/01/2012;31/12/2013;05/06/2012;CAOtekst_2012_2013_PvL_5jun2012.pdf;233 - HOUTHANDEL - 01-01-2012 - 31-12-2013 - Regulier - kvo datum - 05-06-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7302&mSelod=704874
233;233002;01/01/2012;31/12/2013;27/07/2012;CAOtekst_2012_2013_PvL_26jul2012.pdf;233 - HOUTHANDEL - 01-01-2012 - 31-12-2013 - Regulier - kvo datum - 27-07-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7303&mSelod=704874
233;233003;01/01/2014;31/12/2014;12/05/2014;CAOtekst_2014_PvL_6mei2014.pdf;233 - HOUTHANDEL - 01-01-2014 - 31-12-2014 - Regulier - kvo datum - 12-05-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7304&mSelod=704874
233;233004;01/01/2015;31/03/2017;14/09/2015;CAOtekst_2015_31mrt2017_PvL_11sep2015.pdf;233 - HOUTHANDEL - 01-01-2015 - 31-03-2017 - Regulier - kvo datum - 14-09-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7305&mSelod=704874
233;233005;01/04/2017;31/03/2019;04/06/2018;CAOtekst_1apr2017_31mrt2019_PvL_30mei2018.pdf;233 - HOUTHANDEL - 01-04-2017 - 31-03-2019 - Regulier - kvo datum - 04-06-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7307&mSelod=704874
233;233006;01/04/2017;31/03/2019;13/04/2018;CAOtekst_1apr2017_31mrt2019.pdf;233 - HOUTHANDEL - 01-04-2017 - 31-03-2019 - Regulier - kvo datum - 13-04-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7306&mSelod=704874
233;233007;01/04/2019;31/03/2020;04/02/2020;2020feb3_PvL_CAOtekst_1apr2019-31mrt2020.pdf;233 - HOUTHANDEL - 01-04-2019 - 31-03-2020 - Regulier - kvo datum - 04-02-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15710&mSelod=704874
233;233008;01/04/2019;31/03/2020;09/01/2020;2020jan8_PvL_CAOtekst_1apr2019-31mrt2020.pdf;233 - HOUTHANDEL - 01-04-2019 - 31-03-2020 - Regulier - kvo datum - 09-01-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15577&mSelod=704874
233;233009;01/04/2019;31/12/2019;23/05/2019;CAOtekst_1apr2019-31dec2019_PvL_6mei2019.pdf .pdf;233 - HOUTHANDEL - 01-04-2019 - 31-12-2019 - Regulier - kvo datum - 23-05-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=14181&mSelod=704874
233;233010;01/04/2020;31/03/2022;21/12/2021;2021dec17_HWi_CAOtekst-tbv-Cao-aanmelden_1apr2020-31mrt2022_exclCaoFondsOOA_v2.d.pdf;233 - HOUTHANDEL - 01-04-2020 - 31-03-2022 - Regulier - kvo datum - 21-12-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=24773&mSelod=704874
233;233011;01/04/2020;31/03/2022;22/11/2021;2021nov12_HWi_CAOtekst_1apr2020-31mrt2022.pdf;233 - HOUTHANDEL - 01-04-2020 - 31-03-2022 - Regulier - kvo datum - 22-11-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=23948&mSelod=704874
233;233012;01/04/2022;31/03/2023;01/07/2022;2022jun30_HWi_CAOtekst_1apr2022-31mrt2023_Cao-Aanmelden_exclCaoFondsOOA.pdf;233 - HOUTHANDEL - 01-04-2022 - 31-03-2023 - Regulier - kvo datum - 01-07-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30421&mSelod=704874
233;233013;01/04/2023;30/06/2024;27/03/2024;2024Mrt25_schonetekstcao.pdf;233 - HOUTHANDEL - 01-04-2023 - 30-06-2024 - Regulier - kvo datum - 27-03-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42272&mSelod=704874
233;233014;01/04/2023;30/06/2024;31/01/2024;2024jan30_CAOHH2023-2024.pdf;233 - HOUTHANDEL - 01-04-2023 - 30-06-2024 - Regulier - kvo datum - 31-01-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41603&mSelod=704874
233;233015;01/07/2024;30/06/2025;16/01/2025;2025_14jan_schone_tekstcaotbvavv_MvD.pdf;233 - HOUTHANDEL - 01-07-2024 - 30-06-2025 - Regulier - kvo datum - 16-01-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=46138&mSelod=704874
233;233016;01/07/2024;30/06/2025;31/10/2024;2024_31okt_tekstcaotbvavvschoon_MvD.pdf;233 - HOUTHANDEL - 01-07-2024 - 30-06-2025 - Regulier - kvo datum - 31-10-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=44465&mSelod=704874
233;233017;17/12/2024;30/06/2025;19/12/2024;2024_17dec_schone_tekstcaotbvavv_MvD4.pdf;233 - HOUTHANDEL - 17-12-2024 - 30-06-2025 - Regulier - kvo datum - 19-12-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=45691&mSelod=704874
306;306001;01/01/2016;31/12/2016;24/02/2016;CAO_tekst_integraal.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-01-2016 - 31-12-2016 - Regulier - kvo datum - 24-02-2016 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7471&mSelod=704876
306;306002;01/01/2016;31/12/2016;28/01/2016;CAO_tekst_integraal1.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-01-2016 - 31-12-2016 - Regulier - kvo datum - 28-01-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7470&mSelod=704876
306;306003;01/01/2017;31/12/2018;25/08/2017;CAO_tekst_definitief.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 25-08-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7472&mSelod=704876
306;306004;01/01/2019;31/12/2020;05/11/2019;CAO-tekst definitief.docx.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-01-2019 - 31-12-2020 - Regulier - kvo datum - 05-11-2019 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15189&mSelod=704876
306;306005;01/01/2019;31/12/2020;23/09/2019;CAO-tekst definitief.docx_1.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-01-2019 - 31-12-2020 - Regulier - kvo datum - 23-09-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=14915&mSelod=704876
306;306006;01/04/2010;31/03/2012;04/02/2011;CAO 2010-2012 tekst.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-04-2010 - 31-03-2012 - Regulier - kvo datum - 04-02-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7467&mSelod=704876
306;306007;01/04/2014;31/03/2015;05/02/2015;CAOtekst_AVV__integraal_.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-04-2014 - 31-03-2015 - Regulier - kvo datum - 05-02-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7468&mSelod=704876
306;306008;01/04/2015;31/12/2015;15/07/2015;CAOtekst_AVV__integraal__verlenging.pdf;306 - KAASPAKHUISBEDRIJF, PARTIKULIERE - 01-04-2015 - 31-12-2015 - Regulier - kvo datum - 15-07-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7469&mSelod=704876
306;306009;01/01/2021;31/12/2022;15/10/2021;CAO-tekst 2021-2022 OKT schoon.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 15-10-2021 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=23433&mSelod=704876
306;306010;01/01/2021;31/12/2022;23/08/2021;20072021 CAO-boekje 2021-2022.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 23-08-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=23196&mSelod=704876
306;306011;01/01/2023;31/12/2023;03/08/2023;CAO Particulier Kaaspakhuis 2023 na ttw versie 1-8-2023.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2023 - 31-12-2023 - Regulier - kvo datum - 03-08-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=37979&mSelod=704876
306;306012;01/01/2023;31/12/2023;18/07/2023;CAO Particulier Kaaspakhuis 2023 versie 17-7-2023.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2023 - 31-12-2023 - Regulier - kvo datum - 18-07-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=37678&mSelod=704876
306;306013;01/01/2024;30/04/2025;19/09/2024;CAO Particulier Kaaspakhuis 01-01-2024 definitief.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2024 - 30-04-2025 - Regulier - kvo datum - 19-09-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43688&mSelod=704876
306;306014;01/01/2024;30/04/2025;24/10/2024;20240725 CAO Particulier Kaaspakhuis 01-01-2024- 1-05-2025 wijzigingen bijgehouden.pdf;306 - PARTICULIER KAASPAKHUIS - 01-01-2024 - 30-04-2025 - Regulier - kvo datum - 24-10-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=44306&mSelod=704876
2266;2266001;01/01/2015;31/12/2016;14/04/2015;CAO_visdetailhandel_per_1__1__2015_org__getekend.pdf;2266 - VISDETAILHANDEL - 01-01-2015 - 31-12-2016 - Regulier - kvo datum - 14-04-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10165&mSelod=704878
2266;2266002;01/01/2015;31/12/2016;29/05/2015;VNV_cao_boekje_A5_2015_408280_C.pdf;2266 - VISDETAILHANDEL - 01-01-2015 - 31-12-2016 - Regulier - kvo datum - 29-05-2015 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10166&mSelod=704878
2266;2266003;01/01/2017;31/12/2018;05/04/2018;cao_tkst_AVV_na_gesprek_ministerie.pdf;2266 - VISDETAILHANDEL - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 05-04-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10168&mSelod=704878
2266;2266004;01/01/2017;31/12/2018;19/04/2018;cao_tkst_AVV_na_gesprek_ministerie_1.pdf;2266 - VISDETAILHANDEL - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 19-04-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10169&mSelod=704878
2266;2266005;01/01/2017;31/12/2018;27/06/2017;Cao_Visdetailhandel_2017_2018.pdf;2266 - VISDETAILHANDEL - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 27-06-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10167&mSelod=704878
2266;2266006;01/01/2019;31/12/2020;12/03/2019;CAO visdetailhandel 2019-2020 definitieve versie aangeboden aan ministerie.docx .pdf;2266 - VISDETAILHANDEL - 01-01-2019 - 31-12-2020 - Regulier - kvo datum - 12-03-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=968&mSelod=704878
2266;2266007;01/01/2021;31/12/2023;09/05/2022;CAO visdetailhandel 2021-2023 def voor ministerie na controle wg.pdf;2266 - VISDETAILHANDEL - 01-01-2021 - 31-12-2023 - Regulier - kvo datum - 09-05-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=29662&mSelod=704878
2266;2266008;01/01/2021;31/12/2023;25/10/2022;Integrale cao-tekst visdetailhandel 2021-2023.pdf;2266 - VISDETAILHANDEL - 01-01-2021 - 31-12-2023 - Regulier - kvo datum - 25-10-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31533&mSelod=704878
2266;2266009;01/01/2024;31/12/2024;13/06/2024;Integrale cao-tekst visdetailhandel 2024 .pdf;2266 - VISDETAILHANDEL - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 13-06-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42947&mSelod=704878
2266;2266010;01/01/2024;31/12/2024;21/03/2024;Integrale cao-tekst visdetailhandel 2024 (definitieve versie 21 februari 2024).pdf;2266 - VISDETAILHANDEL - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 21-03-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42211&mSelod=704878
2266;2266011;01/01/2025;31/12/2025;04/07/2025;Cao visdetailhandel 2025 tussentijdse wijzigingen juni 2025.pdf;2266 - VISDETAILHANDEL - 01-01-2025 - 31-12-2025 - Regulier - kvo datum - 04-07-2025 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=49132&mSelod=704878
2266;2266012;01/01/2025;31/12/2025;14/04/2025;Integrale cao-tekst visdetailhandel 2025 geschoond.pdf;2266 - VISDETAILHANDEL - 01-01-2025 - 31-12-2025 - Regulier - kvo datum - 14-04-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=47705&mSelod=704878
2266;2266013;01/07/2010;31/12/2011;09/02/2011;visdetailhandel cao en bijlagen.pdf;2266 - VISDETAILHANDEL - 01-07-2010 - 31-12-2011 - Regulier - kvo datum - 09-02-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10164&mSelod=704878
218;218001;01/01/2012;19/03/2012;21/07/2011;CAO_tekst_brochure_BB_1_1__2012_19_03__20122.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2012 - 19-03-2012 - Regulier - kvo datum - 21-07-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7277&mSelod=704880
218;218002;01/01/2012;31/03/2013;14/03/2012;tekst_CAO_BB_2012_2013__versie_szw.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2012 - 31-03-2013 - Regulier - kvo datum - 14-03-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7278&mSelod=704880
218;218003;01/01/2012;31/03/2013;18/01/2013;Integrale_tekst_CAO_BB_TTW.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2012 - 31-03-2013 - Regulier - kvo datum - 18-01-2013 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7279&mSelod=704880
218;218004;01/01/2015;31/12/2016;16/01/2015;CAO_2015_2016_definitieve_tekst.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2015 - 31-12-2016 - Regulier - kvo datum - 16-01-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7282&mSelod=704880
218;218005;01/01/2019;31/12/2019;22/05/2019;CAO 1-1-2019 tm 31-12-2019 def tekst.docx .pdf;218 - BESLOTEN BUSVERVOER - 01-01-2019 - 31-12-2019 - Regulier - kvo datum - 22-05-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=14170&mSelod=704880
218;218006;01/01/2020;31/12/2021;05/03/2020;FSO cao 2020 nieuwe tekst.doc.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2020 - 31-12-2021 - Regulier - kvo datum - 05-03-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15904&mSelod=704880
218;218007;01/01/2020;31/12/2021;30/03/2020;Def. nieuwe tekst cao bb 2020 2021.docx.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2020 - 31-12-2021 - Regulier - kvo datum - 30-03-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16093&mSelod=704880
218;218008;01/01/2023;31/12/2024;09/01/2023;cao bb 2023-2024 integrale tekst definitief 230106.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2023 - 31-12-2024 - Regulier - kvo datum - 09-01-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=33549&mSelod=704880
218;218009;01/01/2025;31/12/2026;17/06/2025;cao bb 2025-2026 def. 250617 zonder namen en handtekeningen.pdf;218 - BESLOTEN BUSVERVOER - 01-01-2025 - 31-12-2026 - Regulier - kvo datum - 17-06-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=48693&mSelod=704880
218;218010;01/04/2013;31/12/2013;12/03/2013;Tekst_CAO_BB_1_4_13_tm_31_13.pdf;218 - BESLOTEN BUSVERVOER - 01-04-2013 - 31-12-2013 - Regulier - kvo datum - 12-03-2013;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7280&mSelod=704880
218;218011;01/04/2013;31/12/2014;20/01/2014;Tekst_CAO_BB_1_april_2013_tm_31_decb_2014.pdf;218 - BESLOTEN BUSVERVOER - 01-04-2013 - 31-12-2014 - Regulier - kvo datum - 20-01-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7281&mSelod=704880
218;218012;20/11/2016;31/12/2018;27/12/2016;CAO_20_11_2016_tm_31_12_2018_correctie.pdf;218 - BESLOTEN BUSVERVOER - 20-11-2016 - 31-12-2018 - Regulier - kvo datum - 27-12-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7283&mSelod=704880
557;557001;01/03/2010;31/03/2011;20/01/2011;Slijterijen 2010-2011 integrale tekst definitief.pdf;557 - SLIJTERIJEN - 01-03-2010 - 31-03-2011 - Regulier - kvo datum - 20-01-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7685&mSelod=704882
557;557002;01/04/2011;31/03/2013;09/02/2012;CAO_Slijterijen_2011_2013_integrale_tekst_def.pdf;557 - SLIJTERIJEN - 01-04-2011 - 31-03-2013 - Regulier - kvo datum - 09-02-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7686&mSelod=704882
826;826001;01/03/2015;30/04/2017;12/07/2016;CAO_ISO_TTW_JULI.pdf;826 - M&T ISOLATIEBEDRIJF - 01-03-2015 - 30-04-2017 - Regulier - kvo datum - 12-07-2016 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8441&mSelod=704885
826;826002;01/03/2015;30/04/2017;20/11/2015;CAO_ISO.pdf;826 - M&T ISOLATIEBEDRIJF - 01-03-2015 - 30-04-2017 - Regulier - kvo datum - 20-11-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8439&mSelod=704885
826;826003;01/03/2015;30/04/2017;21/12/2015;CAO_ISO_arcering___wijz_AOW_LT.pdf;826 - M&T ISOLATIEBEDRIJF - 01-03-2015 - 30-04-2017 - Regulier - kvo datum - 21-12-2015 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8440&mSelod=704885
826;826004;01/04/2011;30/04/2013;07/06/2011;Isolatie_cao_en_handboek.pdf;826 - M&T ISOLATIEBEDRIJF - 01-04-2011 - 30-04-2013 - Regulier - kvo datum - 07-06-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8436&mSelod=704885
